program,function,names,circuit,circuit_name,circuit_members,function_main_width,circuit_main_width,canonical_seed_words,canonical_seed_bytes,guarded_u8_seed_bytes_estimate,function_expansion_canonical,circuit_expansion_canonical,static_operation_sites,static_external_read_sites,preparation_arithmetic_sites,row_operation_sites,real_rows
ixvm,264,try_nat_binop_dispatch,78,ixvm_group_53,6,33,67,14,112,24,2.357143,4.785714,35,13,17,15,
ixvm,265,try_nat_offset_dispatch,58,ixvm_group_37,11,27,79,19,152,32,1.421053,4.157895,34,15,15,23,
ixvm,266,mk_nat_binop_stuck,18,ixvm_group_10,16,12,63,11,88,24,1.090909,5.727273,14,6,8,6,
ixvm,267,bytes_to_u64_limb,8,ixvm_group_05,12,40,104,22,176,32,1.818182,4.727273,17,9,0,9,
ixvm,268,skip_bytes,61,ixvm_group_39,13,11,40,7,56,16,1.571429,5.714286,7,3,2,3,
ixvm,269,bytes_to_limbs,55,ixvm_group_36,9,35,74,28,224,40,1.250000,2.642857,29,11,18,11,
ixvm,270,convert_univ,90,ixvm_group_64,8,19,44,14,112,24,1.357143,3.142857,20,12,8,12,
ixvm,271,convert_univ_idxs,49,ixvm_group_31,4,20,40,18,144,32,1.111111,2.222222,10,7,3,7,
ixvm,272,convert_expr,91,convert_expr,1,42,42,30,240,40,1.400000,1.400000,69,46,22,46,
ixvm,273,convert_definition,19,ixvm_group_11,11,28,56,21,168,32,1.333333,2.666667,11,3,0,5,
ixvm,274,convert_axiom,5,ixvm_group_02,12,18,50,17,136,24,1.058824,2.941176,4,2,0,2,
ixvm,275,convert_quotient,5,ixvm_group_02,12,18,50,17,136,24,1.058824,2.941176,4,2,0,2,
ixvm,276,count_ctors,1,ixvm_group_01,11,41,122,39,312,48,1.051282,3.128205,5,2,0,2,
ixvm,277,ctor_at,1,ixvm_group_01,11,76,122,73,584,80,1.041096,1.671233,4,2,0,2,
ixvm,278,convert_inductive,30,ixvm_group_22,7,40,92,39,312,48,1.025641,2.358974,7,5,0,5,
ixvm,279,convert_constructor,30,ixvm_group_22,7,47,92,46,368,56,1.021739,2.000000,7,5,0,5,
ixvm,280,convert_rec_rules,55,ixvm_group_36,9,24,74,22,176,32,1.090909,3.363636,11,6,5,6,
ixvm,281,convert_recursor,30,ixvm_group_22,7,59,92,58,464,72,1.017241,1.586207,9,7,1,7,
ixvm,282,load_verified_constant,51,ixvm_group_33,5,90,106,89,712,96,1.011236,1.191011,11,5,2,5,
ixvm,284,load_verified_blob,1,ixvm_group_01,11,38,122,37,296,48,1.027027,3.297297,6,3,1,3,
ixvm,285,defn_is_unsafe_ci,48,ixvm_group_30,11,9,52,3,24,16,3.000000,17.333333,5,0,0,0,
ixvm,286,defn_member_recur_addrs,20,ixvm_group_12,16,20,106,17,136,24,1.176471,6.235294,5,3,2,3,
ixvm,287,get_ci,1,ixvm_group_01,11,79,122,67,536,80,1.179104,1.820896,39,26,13,26,
ixvm,288,get_ci_dprj,84,ixvm_group_59,7,120,159,119,952,128,1.008403,1.336134,6,6,0,6,
ixvm,289,get_ci_iprj,10,ixvm_group_07,7,111,200,110,880,120,1.009091,1.818182,5,5,0,5,
ixvm,290,get_ci_cprj,10,ixvm_group_07,7,146,200,145,1160,152,1.006897,1.379310,6,6,0,6,
ixvm,291,get_ci_rprj,17,ixvm_group_09,11,111,169,110,880,120,1.009091,1.536364,5,5,0,5,
ixvm,292,muts_member_at,10,ixvm_group_07,7,98,200,95,760,104,1.031579,2.105263,4,2,0,2,
ixvm,293,idx_to_u64,28,ixvm_group_20,15,12,57,3,24,16,4.000000,19.000000,7,1,1,2,
ixvm,294,projection_addr,10,ixvm_group_07,7,112,200,63,504,72,1.777778,3.174603,22,8,14,14,
ixvm,295,build_recur_addrs,72,ixvm_group_47,12,5,54,4,32,16,1.250000,13.500000,2,1,0,1,
ixvm,296,build_recur_addrs_walk,51,ixvm_group_33,5,57,106,55,440,64,1.036364,1.927273,10,5,5,5,
ixvm,297,level_is_not_zero,92,ixvm_group_65,5,15,28,7,56,16,2.142857,4.000000,10,4,0,4,
ixvm,298,level_eq,72,ixvm_group_47,12,22,54,11,88,24,2.000000,4.909091,21,11,0,15,
ixvm,299,glist_cmp,78,ixvm_group_53,6,40,67,10,80,24,4.000000,6.700000,11,4,2,6,
ixvm,300,glist_subset,93,ixvm_group_66,5,39,99,10,80,24,3.900000,9.900000,9,4,2,6,
ixvm,301,glist_eq_len,80,ixvm_group_55,9,14,43,10,80,24,1.400000,4.300000,7,4,0,4,
ixvm,302,glist_ordered_insert,81,ixvm_group_56,6,37,76,9,72,16,4.111111,8.444444,16,6,7,8,
ixvm,303,nlvars_add,74,ixvm_group_49,5,52,89,11,88,24,4.727273,8.090909,20,11,9,14,
ixvm,304,nlvars_eq,28,ixvm_group_20,15,20,57,14,112,24,1.428571,4.071429,13,6,2,8,
ixvm,305,nlvars_max_offset,75,ixvm_group_50,11,23,62,8,64,16,2.875000,7.750000,5,3,0,4,
ixvm,306,nlvars_subsume,74,ixvm_group_49,5,57,89,15,120,24,3.800000,5.933333,15,10,5,13,
ixvm,307,nl_add_const,72,ixvm_group_47,12,12,54,8,64,16,1.500000,6.750000,3,3,0,3,
ixvm,308,nl_add_const_go,78,ixvm_group_53,6,30,67,14,112,24,2.142857,4.785714,25,14,11,15,
ixvm,309,nl_add_var,73,ixvm_group_48,5,21,38,17,136,24,1.235294,2.235294,33,19,14,19,
ixvm,310,normalize_aux,80,ixvm_group_55,9,19,43,12,96,24,1.583333,3.583333,12,10,0,10,
ixvm,311,normalize_imax_dispatch,86,ixvm_group_61,9,23,54,14,112,24,1.642857,3.857143,16,14,0,14,
ixvm,312,nl_subsumption_walk,92,ixvm_group_65,5,11,28,9,72,16,1.222222,3.111111,5,4,1,4,
ixvm,313,nl_subsume_entry,93,ixvm_group_66,5,69,99,24,192,32,2.875000,4.125000,21,12,9,21,
ixvm,314,nl_skip_empty,76,ixvm_group_51,6,16,32,12,96,24,1.333333,2.666667,4,4,0,4,
ixvm,315,nl_eq,55,ixvm_group_36,9,27,74,20,160,32,1.350000,3.700000,17,10,1,11,
ixvm,316,nl_covers_const,58,ixvm_group_37,11,33,79,13,104,24,2.538462,6.076923,10,6,2,8,
ixvm,317,nlvars_any_offset_geq,75,ixvm_group_50,11,24,62,9,72,16,2.666667,6.888889,8,3,3,6,
ixvm,318,nl_covers_var,94,ixvm_group_67,11,19,53,14,112,24,1.357143,3.785714,8,6,0,6,
ixvm,319,nlvars_dominates,55,ixvm_group_36,9,26,74,10,80,24,2.600000,7.400000,8,4,2,6,
ixvm,320,nl_le,94,ixvm_group_67,11,20,53,12,96,24,1.666667,4.416667,9,5,1,6,
ixvm,321,nl_le_vars,90,ixvm_group_64,8,14,44,11,88,24,1.272727,4.000000,6,4,0,4,
ixvm,322,level_normalize,59,ixvm_group_38,6,11,41,10,80,24,1.100000,4.100000,19,8,11,8,
ixvm,323,level_leq,94,ixvm_group_67,11,14,53,10,80,24,1.400000,5.300000,7,5,0,5,
ixvm,324,level_equal,95,ixvm_group_68,7,9,53,7,56,16,1.285714,7.571429,5,4,0,4,
ixvm,325,level_max,35,ixvm_group_25,5,23,39,8,64,16,2.875000,4.875000,5,4,0,5,
ixvm,326,level_max_go,59,ixvm_group_38,6,21,41,13,104,24,1.615385,3.153846,6,6,0,6,
ixvm,327,level_struct_eq,96,ixvm_group_69,4,25,35,11,88,24,2.272727,3.181818,24,11,1,15,
ixvm,328,level_max_subsumes,97,ixvm_group_70,3,11,20,8,64,16,1.375000,2.500000,5,3,0,3,
ixvm,329,level_max_offsets,46,ixvm_group_28,7,23,62,9,72,16,2.555556,6.888889,8,4,3,5,
ixvm,330,level_explicit_val,61,ixvm_group_39,13,12,40,7,56,16,1.714286,5.714286,11,2,0,2,
ixvm,331,level_offset_of,82,ixvm_group_57,3,10,15,8,64,16,1.250000,1.875000,4,2,0,2,
ixvm,332,level_imax,90,ixvm_group_64,8,21,44,12,96,24,1.750000,3.666667,11,8,3,8,
ixvm,333,level_reduce,19,ixvm_group_11,11,13,56,8,64,16,1.625000,7.000000,17,11,6,11,
ixvm,334,level_inst_params,92,ixvm_group_65,5,14,28,9,72,16,1.555556,3.111111,15,11,4,11,
ixvm,335,level_list_inst,98,ixvm_group_71,3,11,20,9,72,16,1.222222,2.222222,8,5,3,5,
ixvm,336,expr_inst_levels,99,expr_inst_levels,1,10,10,7,56,16,1.428571,1.428571,2,2,0,2,
ixvm,337,expr_inst_levels_walk,100,expr_inst_levels_walk,1,20,20,11,88,24,1.818182,1.818182,38,22,16,22,
ixvm,338,klimbs_eq,50,ixvm_group_32,11,30,89,25,200,32,1.200000,3.560000,9,5,0,5,
ixvm,339,bytestream_eq;canon_g_list_eq,21,ixvm_group_13,15,15,58,10,80,24,1.500000,5.800000,9,4,1,5,
ixvm,340,literal_eq,85,ixvm_group_60,9,10,65,6,48,16,1.666667,10.833333,4,2,0,2,
ixvm,341,expr_lbr,101,expr_lbr,1,19,19,10,80,24,1.900000,1.900000,19,14,0,14,
ixvm,342,expr_lbr_let,73,ixvm_group_48,5,11,38,10,80,24,1.100000,3.800000,6,6,0,6,
ixvm,343,lbr_max,0,ixvm_group_00,4,17,33,3,24,16,5.666667,11.000000,1,0,0,1,
ixvm,344,lbr_dec,48,ixvm_group_30,11,5,52,2,16,16,2.500000,26.000000,3,0,0,0,
ixvm,345,lbr_min,0,ixvm_group_00,4,17,33,3,24,16,5.666667,11.000000,1,0,0,1,
ixvm,346,has_bvar_in_range,102,has_bvar_in_range,1,43,43,10,80,24,4.300000,4.300000,14,7,0,9,
ixvm,347,has_bvar_in_range_binder,103,ixvm_group_72,3,9,12,7,56,16,1.285714,1.714286,7,2,0,2,
ixvm,348,has_bvar_in_range_let,86,ixvm_group_61,9,12,54,9,72,16,1.333333,6.000000,9,3,0,3,
ixvm,350,ctx_seek_cut,104,ixvm_group_73,2,20,26,6,48,16,3.333333,4.333333,6,3,2,4,
ixvm,351,ctx_next_cut,82,ixvm_group_57,3,8,15,7,56,16,1.142857,2.142857,5,3,0,3,
ixvm,352,ctx_close_cut,59,ixvm_group_38,6,22,41,6,48,16,3.666667,6.833333,7,3,2,4,
ixvm,353,ctx_trim,105,ixvm_group_74,2,24,32,8,64,16,3.000000,4.000000,9,6,3,7,
ixvm,354,expr_glb,106,expr_glb,1,9,9,6,48,16,1.500000,1.500000,6,3,2,3,
ixvm,355,expr_glb_walk,107,expr_glb_walk,1,23,23,11,88,24,2.090909,2.090909,16,10,0,10,
ixvm,356,expr_glb_binder,108,expr_glb_binder,1,11,11,8,64,16,1.375000,1.375000,7,4,2,4,
ixvm,357,expr_glb_let,90,ixvm_group_64,8,17,44,12,96,24,1.416667,3.666667,11,7,2,7,
ixvm,358,expr_lift,109,expr_lift,1,11,11,7,56,16,1.571429,1.571429,3,3,0,3,
ixvm,359,expr_lift_walk,110,expr_lift_walk,1,20,20,11,88,24,1.818182,1.818182,34,17,17,17,
ixvm,360,expr_lift_bvar,73,ixvm_group_48,5,19,38,5,40,16,3.800000,7.600000,8,2,6,3,
ixvm,361,expr_lift_let,86,ixvm_group_61,9,11,54,10,80,24,1.100000,5.400000,7,4,3,4,
ixvm,362,expr_lower,111,expr_lower,1,11,11,7,56,16,1.571429,1.571429,3,3,0,3,
ixvm,363,expr_lower_walk,112,expr_lower_walk,1,31,31,12,96,24,2.583333,2.583333,44,20,24,21,
ixvm,364,expr_has_bvar_at,113,expr_has_bvar_at,1,22,22,9,72,16,2.444444,2.444444,12,7,0,8,
ixvm,365,expr_has_bvar_at_binder,114,ixvm_group_75,2,9,11,6,48,16,1.500000,1.833333,5,2,0,2,
ixvm,366,expr_has_bvar_at_let,61,ixvm_group_39,13,13,40,8,64,16,1.625000,5.000000,7,3,0,3,
ixvm,367,expr_inst1,115,expr_inst1,1,12,12,8,64,16,1.500000,1.500000,8,5,0,5,
ixvm,368,expr_inst1_walk,116,expr_inst1_walk,1,20,20,11,88,24,1.818182,1.818182,34,17,17,17,
ixvm,369,expr_inst1_bvar,32,ixvm_group_24,5,10,21,6,48,16,1.666667,3.500000,12,4,7,5,
ixvm,370,expr_inst1_let,95,ixvm_group_68,7,11,53,10,80,24,1.100000,5.300000,7,4,3,4,
ixvm,371,expr_inst_many,117,expr_inst_many,1,15,15,9,72,16,1.666667,1.666667,8,6,1,6,
ixvm,372,expr_inst_many_bvar,118,expr_inst_many_bvar,1,10,10,8,64,16,1.250000,1.250000,10,5,4,5,
ixvm,373,expr_inst_many_walk,119,expr_inst_many_walk,1,20,20,11,88,24,1.818182,1.818182,34,17,17,17,
ixvm,374,expr_inst_many_let,95,ixvm_group_68,7,11,53,10,80,24,1.100000,5.300000,7,4,3,4,
ixvm,375,peel_beta,120,peel_beta,1,18,18,15,120,24,1.200000,1.200000,5,4,1,4,
ixvm,376,whnf_apply_beta,121,whnf_apply_beta,1,16,16,12,96,24,1.333333,1.333333,14,9,5,9,
ixvm,377,whnf_with_spine,122,whnf_with_spine,1,20,20,12,96,24,1.666667,1.666667,11,10,1,10,
ixvm,378,whnf_proj_head,123,ixvm_group_76,2,37,41,31,248,40,1.193548,1.322581,17,14,3,14,
ixvm,379,fin_addr,70,ixvm_group_45,16,3,18,2,16,16,1.500000,9.000000,33,1,32,1,
ixvm,380,decidable_rec_addr,69,ixvm_group_44,16,3,18,2,16,16,1.500000,9.000000,33,1,32,1,
ixvm,381,nat_addr;nat_addr_io;nat_ty_addr,71,ixvm_group_46,16,3,18,2,16,16,1.500000,9.000000,33,1,32,1,
ixvm,382,quot_ctor_addr;quot_ctor_addr_iota,5,ixvm_group_02,12,3,50,2,16,16,1.500000,25.000000,33,1,32,1,
ixvm,383,quot_lift_addr;quot_lift_addr_iota,5,ixvm_group_02,12,3,50,2,16,16,1.500000,25.000000,33,1,32,1,
ixvm,384,quot_ind_addr;quot_ind_addr_iota,5,ixvm_group_02,12,3,50,2,16,16,1.500000,25.000000,33,1,32,1,
ixvm,385,try_reduce_fin_val_decidable_rec,124,ixvm_group_77,2,71,98,47,376,56,1.510638,2.085106,103,38,56,40,
ixvm,386,whnf_get_ctor_or_none,76,ixvm_group_51,6,12,32,9,72,16,1.333333,3.555556,13,5,8,5,
ixvm,387,whnf_spine,92,ixvm_group_65,5,11,28,9,72,16,1.222222,3.111111,8,5,3,5,
ixvm,388,try_nat_dispatch_prewhnf,93,ixvm_group_66,5,39,99,18,144,32,2.166667,5.500000,50,24,20,28,
ixvm,389,bitvec_prep_spine,50,ixvm_group_32,11,20,89,17,136,24,1.176471,5.235294,11,9,2,9,
ixvm,390,prim_family,124,ixvm_group_77,2,86,98,39,312,48,2.205128,2.512821,61,37,17,54,
ixvm,391,try_prim_dispatch,125,try_prim_dispatch,1,20,20,9,72,16,2.222222,2.222222,13,9,3,9,
ixvm,392,try_quot_iota,66,ixvm_group_41,11,14,55,10,80,24,1.400000,5.500000,11,7,3,7,
ixvm,393,try_quot_lift,67,ixvm_group_42,9,27,85,11,88,24,2.454545,7.727273,25,9,13,11,
ixvm,394,try_quot_ind,77,ixvm_group_52,9,27,89,11,88,24,2.454545,8.090909,25,9,13,11,
ixvm,395,quot_extract_arg,50,ixvm_group_32,11,19,89,14,112,24,1.357143,6.357143,26,10,12,12,
ixvm,396,whnf_const_head,126,whnf_const_head,1,53,53,31,248,40,1.709677,1.709677,25,21,4,22,
ixvm,397,try_reduce_projection_definition,105,ixvm_group_74,2,29,32,13,104,24,2.230769,2.461538,20,8,9,9,
ixvm,398,projection_definition_info,46,ixvm_group_28,7,30,62,12,96,24,2.500000,5.166667,121,6,97,7,
ixvm,399,nat_lit_to_ctor_or_self,59,ixvm_group_38,6,19,41,14,112,24,1.357143,2.928571,25,12,13,12,
ixvm,400,try_k_synth_iota,89,ixvm_group_63,10,31,112,25,200,32,1.240000,4.480000,34,14,16,14,
ixvm,401,k_synth_gate,67,ixvm_group_42,9,39,85,34,272,48,1.147059,2.500000,18,13,2,13,
ixvm,402,replace_spine_major,90,ixvm_group_64,8,11,44,10,80,24,1.100000,4.400000,11,6,5,6,
ixvm,403,whnf_iota_major,35,ixvm_group_25,5,29,39,26,208,40,1.115385,1.500000,8,8,0,8,
ixvm,404,try_iota,81,ixvm_group_56,6,54,76,35,280,48,1.542857,2.171429,42,23,12,27,
ixvm,405,collect_spine_of_ctor,35,ixvm_group_25,5,27,39,23,184,32,1.173913,1.695652,82,9,68,9,
ixvm,406,find_rule,94,ixvm_group_67,11,15,53,11,88,24,1.363636,4.818182,10,3,4,4,
ixvm,407,try_struct_eta_iota,93,ixvm_group_66,5,62,99,48,384,56,1.291667,2.062500,74,27,37,29,
ixvm,408,se_parent_addr,66,ixvm_group_41,11,20,55,14,112,24,1.428571,3.928571,110,8,96,8,
ixvm,409,apply_n_projs,86,ixvm_group_61,9,12,54,9,72,16,1.333333,6.000000,9,3,4,4,
ixvm,410,struct_is_rec,66,ixvm_group_41,11,19,55,17,136,24,1.117647,3.235294,6,4,0,4,
ixvm,411,struct_block_member_addrs,50,ixvm_group_32,11,56,89,53,424,64,1.056604,1.679245,7,4,3,4,
ixvm,412,struct_scan_ctors,66,ixvm_group_41,11,29,55,23,184,32,1.260870,2.391304,11,5,1,6,
ixvm,413,se_peel_tol,86,ixvm_group_61,9,12,54,8,64,16,1.500000,6.750000,4,2,0,2,
ixvm,414,se_scan_fields,28,ixvm_group_20,15,13,57,9,72,16,1.444444,6.333333,5,3,0,3,
ixvm,415,se_mentions,86,ixvm_group_61,9,25,54,10,80,24,2.500000,5.400000,18,12,0,12,
ixvm,416,se_addr_in,28,ixvm_group_20,15,12,57,8,64,16,1.500000,7.125000,5,3,0,3,
ixvm,417,whnf,127,whnf,1,22,22,11,88,24,2.000000,2.000000,7,5,2,5,
ixvm,419,whnf_struct_core,128,whnf_struct_core,1,22,22,11,88,24,2.000000,2.000000,7,5,2,5,
ixvm,420,whnf_struct_core_spine,129,whnf_struct_core_spine,1,25,25,16,128,24,1.562500,1.562500,24,18,6,18,
ixvm,421,whnf_struct_core_proj,46,ixvm_group_28,7,32,62,29,232,40,1.103448,2.137931,10,9,1,9,
ixvm,422,whnf_struct_core_const,130,ixvm_group_78,2,27,32,23,184,32,1.173913,1.391304,7,7,0,7,
ixvm,423,whnf_nd,131,whnf_nd,1,22,22,11,88,24,2.000000,2.000000,7,5,2,5,
ixvm,425,whnf_nd_with_spine,132,whnf_nd_with_spine,1,20,20,12,96,24,1.666667,1.666667,11,10,1,10,
ixvm,426,whnf_nd_apply_beta,133,whnf_nd_apply_beta,1,16,16,12,96,24,1.333333,1.333333,14,9,5,9,
ixvm,427,whnf_nd_proj_head,123,ixvm_group_76,2,37,41,31,248,40,1.193548,1.322581,17,14,3,14,
ixvm,428,whnf_nd_const_head,134,whnf_nd_const_head,1,60,60,34,272,48,1.764706,1.764706,32,24,8,26,
ixvm,429,io_types_lookup;types_lookup,135,io_types_lookup,1,6,6,5,40,16,1.200000,1.200000,5,2,0,2,
ixvm,430,const_num_lvls;io_const_num_lvls,136,ixvm_group_79,2,21,29,13,104,24,1.615385,2.230769,0,0,0,0,
ixvm,431,const_type_of;io_const_type_of,136,ixvm_group_79,2,21,29,13,104,24,1.615385,2.230769,0,0,0,0,
ixvm,432,k_infer_only,137,ixvm_group_80,2,57,70,46,368,56,1.239130,1.521739,77,47,20,47,
ixvm,434,ensure_sort_only,94,ixvm_group_67,11,16,53,13,104,24,1.230769,4.076923,4,4,0,4,
ixvm,435,io_peel_params_subst;peel_params_subst,96,ixvm_group_69,4,16,35,13,104,24,1.230769,2.692308,7,4,1,4,
ixvm,436,io_peel_field_loop,8,ixvm_group_05,12,16,104,13,104,24,1.230769,8.000000,9,4,3,5,
ixvm,437,level_list_eq,94,ixvm_group_67,11,17,53,11,88,24,1.545455,4.818182,9,5,0,5,
ixvm,438,k_is_def_eq,138,k_is_def_eq,1,13,13,9,72,16,1.444444,1.444444,10,6,3,7,
ixvm,439,k_def_eq_rebase,139,k_def_eq_rebase,1,18,18,15,120,24,1.200000,1.200000,17,12,5,12,
ixvm,440,k_is_def_eq_core,140,ixvm_group_81,2,20,25,5,40,16,4.000000,5.000000,3,2,1,3,
ixvm,441,k_is_def_eq_ordered,114,ixvm_group_75,2,9,11,6,48,16,1.500000,1.833333,3,2,0,2,
ixvm,442,try_def_eq_app,141,try_def_eq_app,1,27,27,20,160,32,1.350000,1.350000,15,8,2,10,
ixvm,443,de_args,142,de_args,1,18,18,12,96,24,1.500000,1.500000,9,5,0,5,
ixvm,444,is_nat_zero,143,is_nat_zero,1,12,12,8,64,16,1.500000,1.500000,6,4,0,4,
ixvm,445,nat_offset_of,144,nat_offset_of,1,36,36,24,192,32,1.500000,1.500000,52,22,18,22,
ixvm,446,try_def_eq_nat,140,ixvm_group_81,2,23,25,14,112,24,1.642857,1.785714,15,6,2,8,
ixvm,448,try_string_lit_one,145,try_string_lit_one,1,14,14,11,88,24,1.272727,1.272727,6,4,0,4,
ixvm,449,k_is_def_eq_slow,97,ixvm_group_70,3,14,20,7,56,16,2.000000,2.857143,5,3,1,4,
ixvm,450,k_is_def_eq_slow_nd,98,ixvm_group_71,3,16,20,9,72,16,1.777778,2.222222,9,5,1,6,
ixvm,451,k_is_def_eq_slow_nd_after_core,90,ixvm_group_64,8,18,44,11,88,24,1.636364,4.000000,9,5,1,6,
ixvm,452,k_is_def_eq_struct_safe,52,ixvm_group_34,5,24,34,15,120,24,1.600000,2.266667,19,11,2,11,
ixvm,453,k_is_def_eq_slow2,49,ixvm_group_31,4,31,40,16,128,24,1.937500,2.500000,15,7,2,8,
ixvm,454,slow2_after_delta,146,ixvm_group_82,6,15,30,10,80,24,1.500000,3.000000,6,3,1,3,
ixvm,455,try_same_proj_head_app,43,ixvm_group_27,3,31,64,22,176,32,1.409091,2.909091,19,10,2,12,
ixvm,456,k_is_def_eq_structure_tree,97,ixvm_group_70,3,13,20,8,64,16,1.625000,2.500000,6,3,1,3,
